DATAFLOW,LAST UPDATE,freq,nace_r2,indic_sb,size_emp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MK,2018,31806,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MK,2019,31152,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2011,7718,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2012,7040,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2013,7221,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2014,6625,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2015,7618,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2016,7921,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2017,7393,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2018,7917,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2019,9299,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,MT,2020,10354,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2011,367057,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2012,352656,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2013,325966,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2014,306070,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2015,298315,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2016,297216,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2017,306117,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2018,317545,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2019,329658,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NL,2020,335610,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2011,176706,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2012,187394,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2013,196874,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2014,204748,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2015,208938,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2016,214308,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2017,226076,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2018,235647,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2019,242000,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,NO,2020,242557,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2011,668592,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2012,637143,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2013,590769,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2014,586115,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2015,591286,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2016,608919,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2017,612885,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2018,700350,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2019,730273,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PL,2020,751338,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2011,343857,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2012,287637,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2013,259106,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2014,248783,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2015,251396,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2016,255506,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2017,264653,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2018,277670,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2019,300786,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,PT,2020,308943,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2011,418202,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2012,399920,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2013,369343,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2014,355317,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2015,363858,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2016,360058,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2017,354191,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2018,355676,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2019,396164,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RO,2020,432511,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RS,2016,66513,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RS,2017,68257,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RS,2018,72352,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RS,2019,77815,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,RS,2020,81054,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2011,282745,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2012,288820,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2013,291179,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2014,298113,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2015,311625,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2016,325160,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2017,342570,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2018,363845,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2019,361521,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SE,2020,339231,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2011,56325,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2012,50165,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2013,49002,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2014,48882,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2015,50141,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2016,49154,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2017,50318,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2018,54869,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2019,60459,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SI,2020,60325,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2011,80496,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2012,71886,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2013,68260,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2014,72383,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2015,74543,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2016,73844,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2017,79166,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2018,81454,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2019,82085,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,SK,2020,75743,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,UK,2011,1258827,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,UK,2012,1190656,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,UK,2013,1185171,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,UK,2014,1243281,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,UK,2015,1274045,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,UK,2016,1305968,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,UK,2017,1425733,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F,V16130,TOTAL,UK,2018,1433435,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AL,2019,24807,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AL,2020,26939,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2011,56886,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2012,57444,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2013,56225,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2014,57407,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2015,59891,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2016,63126,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2017,64922,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2018,71607,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2019,74392,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,AT,2020,75500,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2011,14050,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2012,13802,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2013,12035,p
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2014,11982,e
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2015,12291,e
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2016,12848,e
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2017,14079,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2018,13185,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2019,13673,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BA,2020,13743,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2011,60252,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2012,62201,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2013,60932,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2014,58617,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2015,55816,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2016,55454,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2017,54109,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2018,56615,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2019,55195,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BE,2020,56289,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2011,65301,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2012,58164,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2013,55271,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2014,54457,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2015,53039,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2016,53170,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2017,57839,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2018,59423,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2019,59795,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,BG,2020,56800,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2011,15546,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2012,12587,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2013,9347,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2014,7852,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2015,7903,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2016,8756,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2017,11193,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2018,13354,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2019,15335,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CY,2020,16399,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2011,85369,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2012,82699,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2013,76752,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2014,72715,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2015,70822,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2016,68111,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2017,62165,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2018,61593,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2019,61533,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,CZ,2020,60622,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2011,255841,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2012,267707,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2013,275498,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2014,289127,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2015,276122,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2016,283978,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2017,285644,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2018,320898,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2019,337616,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DE,2020,342950,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2011,27478,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2012,26700,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2013,26144,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2014,24999,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2015,25681,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2016,24228,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2017,25282,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2018,25840,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2019,25676,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,DK,2020,28362,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2011,15527,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2012,15895,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2013,14649,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2014,14041,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2015,13931,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2016,15312,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2017,16318,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2018,17942,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2019,18108,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EE,2020,18790,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2011,57386,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2012,46341,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2013,44282,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2014,25907,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2015,21715,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2016,26840,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2017,18529,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2018,29138,b
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2019,28620,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,EL,2020,28551,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,ES,2011,451763,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,ES,2012,344217,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,ES,2013,280854,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,ES,2014,281381,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,ES,2015,271669,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,ES,2016,314215,
ESTAT:SBS_SC_CON_R2(1.0),15/03/2023 23:00,A,F41,V16130,TOTAL,ES,2017,330786,
