DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PL,2014,55,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PL,2015,69,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PL,2016,52,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PL,2017,58,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PL,2018,48,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PL,2019,44,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PL,2020,39,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2011,57,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2012,55,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2013,42,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2014,43,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2015,48,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2016,37,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2017,42,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2018,26,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2019,28,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,PT,2020,36,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2011,59,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2012,65,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2013,56,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2014,67,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2015,57,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2016,57,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2017,56,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2018,39,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2019,61,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,RO,2020,43,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2011,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2012,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2013,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2014,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2015,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2016,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2017,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2018,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2019,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SE,2020,10,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2011,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2012,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2013,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2014,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2015,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2017,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2018,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2019,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SI,2020,5,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2011,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2012,13,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2013,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2014,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2015,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2016,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2017,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2018,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2019,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,SK,2020,5,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,UK,2011,53,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,UK,2012,43,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,UK,2013,51,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,UK,2014,51,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,UK,2015,48,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,UK,2016,45,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,UK,2017,54,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F,UK,2018,34,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2011,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2012,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2013,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2014,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2015,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2016,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2017,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2018,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2019,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,AT,2020,0,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2011,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2012,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2013,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2014,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2015,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2016,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2017,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2018,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2019,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BE,2020,4,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2011,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2012,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2013,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2014,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2015,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2016,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2017,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2018,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2019,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,BG,2020,7,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2011,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2012,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2013,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2014,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2015,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2016,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2017,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2018,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2019,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CH,2020,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2011,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2012,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2013,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2014,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2018,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2019,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CY,2020,4,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2011,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2012,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2013,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2014,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2015,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2016,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2017,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2018,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2019,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,CZ,2020,6,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2011,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2012,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2013,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2018,27,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2019,20,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DE,2020,31,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2014,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2015,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2016,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2017,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2019,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,DK,2020,3,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2011,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2014,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2015,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2016,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2017,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EE,2020,1,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2011,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2012,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2013,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2014,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2015,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2017,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2018,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2019,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EL,2020,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2011,39,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2012,17,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2013,21,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2014,22,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2015,21,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2016,17,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2017,29,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2018,23,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2019,43,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,ES,2020,32,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU15,2011,190,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU15,2012,148,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU15,2013,142,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU15,2014,124,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU15,2015,149,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU15,2016,123,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU15,2017,135,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU15,2018,140,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2007,2011,301,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2007,2012,258,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2007,2013,229,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2007,2014,220,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2007,2015,251,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2007,2016,204,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2007,2017,226,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2007,2018,217,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2011,292,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2012,240,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2013,216,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2014,201,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2015,237,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2016,190,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2017,215,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2018,211,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2019,269,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU27_2020,2020,242,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU28,2011,308,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU28,2012,263,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU28,2013,230,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU28,2014,224,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU28,2015,253,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU28,2016,207,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU28,2017,232,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,EU28,2018,223,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2011,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2012,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2013,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2014,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2019,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FI,2020,0,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2011,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2012,11,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2013,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2014,10,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2015,15,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2016,10,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2017,7,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2018,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2019,15,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,FR,2020,16,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2011,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2012,5,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2013,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2014,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2015,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2016,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2017,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2018,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2019,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HR,2020,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2011,7,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2012,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2013,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2014,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2015,12,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2016,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2017,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2018,9,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2019,16,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,HU,2020,9,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2011,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2012,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2013,6,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2014,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2015,3,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2016,4,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2017,2,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2018,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2019,8,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IE,2020,2,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2011,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2012,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2013,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2014,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2015,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2016,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2017,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2018,1,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2019,0,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IS,2020,0,b
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IT,2011,64,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IT,2012,38,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IT,2013,43,
ESTAT:HSW_N2_02(1.0),09/03/2023 23:00,A,NR,F41,IT,2014,33,
